name,action-time-start,action-time-end,action-total-seconds,cycle
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713199267.1411006,1713199267.2549493,0.11385,4
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713199267.1705718,1713199267.3865793,0.21601,4
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713199277.1711717,1713199277.2950273,0.12386,4
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713199287.1536775,1713199287.2823448,0.12867,4
update-from-worker-<built-in function id>,1713199287.3051233,1713199287.5303893,0.22527,4
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713199287.1768432,1713199287.4657655,0.28892,4
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713199297.1764712,1713199297.3039105,0.12744,4
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713199297.1441436,1713199297.3395054,0.19536,4
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713199307.1408455,1713199307.2560825,0.11524,4
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713199307.1657512,1713199307.382375,0.21662,4
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713199317.142596,1713199317.2673461,0.12475,4
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713199317.1730368,1713199317.335798,0.16276,4
update-global-model,1713199317.5859122,1713199318.0252264,0.43931,4
evaluate-global-model,1713199318.2520423,1713199321.9403381,3.6883,4
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713199327.1424572,1713199327.2473202,0.10486,5
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713199327.1717458,1713199327.3157096,0.14396,5
