name,date,time,cpu-percent,ram-percent,ram-total-bytes,ram-free-bytes,ram-used-bytes,disk-total-bytes,disk-free-bytes,disk-used-bytes,network-sent-bytes,network-received-bytes,network-packets-sent,network-packets-received,network-packets-sending-errors,network-packets-reciving-errors,network-packets-outgoing-dropped,network-packets-incoming-dropped,cycle
system,2024-04-15-16:45:07.587089,1713199507.5871809,68.7,65.5,16650469376,2008784896,9484144640,370490241024,94817968128,256777355264,294353528,219051830,47809,45169,0,0,0,0,5
system,2024-04-15-16:45:17.585855,1713199517.5859501,47.6,65.0,16650469376,2090156032,9450926080,370490241024,94817542144,256777781248,294644748,219246621,47992,45347,0,0,0,0,5
system,2024-04-15-16:45:27.590032,1713199527.5900981,24.1,64.4,16650469376,2191384576,9357791232,370490241024,94815322112,256780001280,296454804,220949172,48831,46198,0,0,0,0,6
system,2024-04-15-16:45:37.584869,1713199537.5849454,11.1,64.3,16650469376,2208780288,9367863296,370490241024,94815031296,256780292096,296734875,221117947,49154,46511,0,0,0,0,6
system,2024-04-15-16:45:47.584443,1713199547.584496,15.5,64.3,16650469376,2207297536,9376460800,370490241024,94814883840,256780439552,296957678,221226734,49358,46706,0,0,0,0,6
system,2024-04-15-16:45:57.584966,1713199557.5850356,12.5,64.3,16650469376,2210123776,9373143040,370490241024,94814629888,256780693504,297186870,221341929,49566,46905,0,0,0,0,6
system,2024-04-15-16:46:07.585078,1713199567.5851457,16.3,64.3,16650469376,2208026624,9375465472,370490241024,94814367744,256780955648,297434927,221476753,49788,47115,0,0,0,0,6
system,2024-04-15-16:46:17.585207,1713199577.5852854,13.4,64.2,16650469376,2213019648,9372647424,370490241024,94814109696,256781213696,297704477,221634289,50030,47349,0,0,0,0,6
system,2024-04-15-16:46:27.587832,1713199587.5878813,13.9,64.2,16650469376,2214379520,9363402752,370490241024,94813790208,256781533184,297953849,221770178,50238,47548,0,0,0,0,6
system,2024-04-15-16:46:37.587097,1713199597.5872054,67.9,64.7,16650469376,2129006592,9423724544,370490241024,94813523968,256781799424,298238704,221941721,50486,47783,0,0,0,0,6
system,2024-04-15-16:46:47.585284,1713199607.5853467,15.2,64.3,16650469376,2192056320,9408659456,370490241024,94813110272,256782213120,298561708,222093353,50712,48004,0,0,0,0,6
system,2024-04-15-16:46:57.587323,1713199617.5874157,75.3,64.5,16650469376,2161164288,9410375680,370490241024,94812827648,256782495744,298847774,222266252,50945,48226,0,0,0,0,6
system,2024-04-15-16:47:07.585944,1713199627.5860286,27.8,64.4,16650469376,2174795776,9402957824,370490241024,94812553216,256782770176,299158737,222465137,51194,48466,0,0,0,0,6
system,2024-04-15-16:47:17.585400,1713199637.585457,13.3,64.4,16650469376,2186518528,9403211776,370490241024,94812164096,256783159296,299441981,222634447,51406,48670,0,0,0,0,6
system,2024-04-15-16:47:27.587080,1713199647.5871606,49.4,64.5,16650469376,2168573952,9412329472,370490241024,94811783168,256783540224,299791636,222813018,51626,48891,0,0,0,0,6
system,2024-04-15-16:47:37.585967,1713199657.5860317,50.0,64.7,16650469376,2120736768,9432662016,370490241024,94811287552,256784035840,300144279,223054302,51888,49147,0,0,0,0,6
system,2024-04-15-16:47:47.585085,1713199667.5851376,16.3,64.8,16650469376,2109001728,9467334656,370490241024,94811000832,256784322560,300447376,223243424,52101,49351,0,0,0,0,6
